,Word,Frequency,Rank,Constant A
3027,repented,29,3027,0.07588079394634067
3028,"hearts,",29,3028,0.07590586193244783
3029,boards,29,3029,0.07593092991855498
3030,Ishmael,29,3030,0.07595599790466212
3031,jealous,29,3031,0.07598106589076928
3032,breaking,29,3032,0.07600613387687642
3033,pursue,29,3033,0.07603120186298358
3034,Many,29,3034,0.07605626984909072
3035,remaining,29,3035,0.07608133783519787
3036,heave,29,3036,0.07610640582130503
3037,inclined,29,3037,0.07613147380741217
3038,Shechem,29,3038,0.07615654179351931
3039,dread,29,3039,0.07618160977962647
3040,abideth,29,3040,0.07620667776573362
3041,touching,29,3041,0.07623174575184077
3042,foundations,29,3042,0.07625681373794792
3043,Russell's,29,3043,0.07628188172405506
3044,steps,29,3044,0.07630694971016222
3045,ended,29,3045,0.07633201769626936
3046,inferior,29,3046,0.07635708568237651
3047,Churchill's,29,3047,0.07638215366848367
3048,sharp,29,3048,0.07640722165459081
3049,"Edom,",29,3049,0.07643228964069797
3050,recommend,29,3050,0.07645735762680511
3051,"fled,",29,3051,0.07648242561291226
3052,force,29,3052,0.07650749359901941
3053,"bullocks,",29,3053,0.07653256158512656
3054,apostles,29,3054,0.0765576295712337
3055,"marry,",29,3055,0.07658269755734086
3056,execute,29,3056,0.076607765543448
3057,quarter,29,3057,0.07663283352955516
3058,iniquities,29,3058,0.0766579015156623
3059,polluted,29,3059,0.07668296950176945
3060,rebelled,29,3060,0.0767080374878766
3061,brasen,29,3061,0.07673310547398375
3062,multiplied,29,3062,0.0767581734600909
3063,kingdom.,29,3063,0.07678324144619805
3064,"""it",29,3064,0.0768083094323052
3065,"Bashan,",29,3065,0.07683337741841235
3066,father;,29,3066,0.0768584454045195
3067,Put,29,3067,0.07688351339062664
3068,fountain,29,3068,0.0769085813767338
3069,fire;,29,3069,0.07693364936284094
3070,fancied,29,3070,0.07695871734894809
3071,"coming,",29,3071,0.07698378533505525
3072,gifts,29,3072,0.07700885332116239
3073,manifest,29,3073,0.07703392130726955
3074,Knightley's,29,3074,0.07705898929337669
3075,"famine,",28,3075,0.07442598633881198
3076,hanging,28,3076,0.0744501899116051
3077,even.,28,3077,0.0744743934843982
3078,Jordan.,28,3078,0.07449859705719131
3079,estate,28,3079,0.07452280062998443
3080,entrance,28,3080,0.07454700420277753
3081,Christ;,28,3081,0.07457120777557064
3082,fortunate,28,3082,0.07459541134836375
3083,wounded,28,3083,0.07461961492115686
3084,damsel,28,3084,0.07464381849394996
3085,merciful,28,3085,0.07466802206674308
3086,intended,28,3086,0.07469222563953619
3087,alone.,28,3087,0.0747164292123293
3088,Two,28,3088,0.07474063278512241
3089,occurred,28,3089,0.07476483635791552
3090,suspect,28,3090,0.07478903993070862
3091,congregation:,28,3091,0.07481324350350174
3092,hanged,28,3092,0.07483744707629485
3093,express,28,3093,0.07486165064908795
3094,"verily,",28,3094,0.07488585422188107
3095,belong,28,3095,0.07491005779467418
3096,vessel,28,3096,0.07493426136746728
3097,more:,28,3097,0.0749584649402604
3098,"directly,",28,3098,0.0749826685130535
3099,Norland,28,3099,0.07500687208584661
3100,acceptable,28,3100,0.07503107565863973
3101,"it,""",28,3101,0.07505527923143283
3102,Levi,28,3102,0.07507948280422594
3103,"Bath,",28,3103,0.07510368637701906
3104,"seat,",28,3104,0.07512788994981216
3105,"silence,",28,3105,0.07515209352260527
3106,"Levi,",28,3106,0.07517629709539839
3107,"ones,",28,3107,0.07520050066819149
3108,"household,",28,3108,0.0752247042409846
3109,lively,28,3109,0.07524890781377772
3110,played,28,3110,0.07527311138657082
3111,street,28,3111,0.07529731495936393
3112,better.,28,3112,0.07532151853215704
3113,tone,28,3113,0.07534572210495015
3114,"neck,",28,3114,0.07536992567774325
3115,perish.,28,3115,0.07539412925053637
3116,bands,28,3116,0.07541833282332948
3117,"alive,",28,3117,0.07544253639612258
3118,harvest,28,3118,0.0754667399689157
3119,"fact,",28,3119,0.07549094354170881
3120,cubits.,28,3120,0.07551514711450191
3121,way:,28,3121,0.07553935068729503
3122,array,28,3122,0.07556355426008814
3123,Red,28,3123,0.07558775783288124
3124,enjoyment,28,3124,0.07561196140567436
3125,"Ghost,",28,3125,0.07563616497846747
3126,eating,28,3126,0.07566036855126057
3127,fish,28,3127,0.07568457212405369
3128,"arm,",28,3128,0.0757087756968468
3129,Edom,28,3129,0.0757329792696399
3130,war.,28,3130,0.07575718284243302
3131,pronounce,28,3131,0.07578138641522612
3132,gods.,28,3132,0.07580558998801923
3133,prison,28,3133,0.07582979356081235
3134,Till,28,3134,0.07585399713360545
3135,eagerly,28,3135,0.07587820070639856
3136,"them.""",28,3136,0.07590240427919168
3137,"cry,",28,3137,0.07592660785198478
3138,ways.,28,3138,0.07595081142477789
3139,Again,28,3139,0.075975014997571
3140,"Bethel,",28,3140,0.07599921857036411
3141,"""Oh,",28,3141,0.07602342214315722
3142,consolation,28,3142,0.07604762571595032
3143,anger.,28,3143,0.07607182928874344
3144,"Canaanites,",28,3144,0.07609603286153654
3145,"visit,",28,3145,0.07612023643432965
3146,"salvation,",28,3146,0.07614444000712277
3147,"prey,",28,3147,0.07616864357991587
3148,"enough,",28,3148,0.07619284715270898
3149,villages,28,3149,0.0762170507255021
3150,"believed,",28,3150,0.0762412542982952
3151,judgment:,28,3151,0.07626545787108831
3152,thing:,28,3152,0.07628966144388143
3153,woman.,28,3153,0.07631386501667453
3154,one's,28,3154,0.07633806858946764
3155,"continued,",28,3155,0.07636227216226076
3156,"journey,",28,3156,0.07638647573505386
3157,"engagement,",28,3157,0.07641067930784697
3158,oblation,28,3158,0.07643488288064008
3159,intelligence,28,3159,0.07645908645343319
3160,diligently,28,3160,0.0764832900262263
3161,transgression,28,3161,0.07650749359901941
3162,parable,28,3162,0.07653169717181252
3163,"happiness,",28,3163,0.07655590074460562
3164,terror,28,3164,0.07658010431739874
3165,tidings,28,3165,0.07660430789019185
3166,fly,28,3166,0.07662851146298495
3167,upper,28,3167,0.07665271503577807
3168,down;,28,3168,0.07667691860857118
3169,jealousy,28,3169,0.07670112218136428
3170,fruits,28,3170,0.0767253257541574
3171,dew,27,3171,0.07400847470813085
3172,Azariah,27,3172,0.07403181386760992
3173,astonishment,27,3173,0.07405515302708898
3174,expressed,27,3174,0.07407849218656805
3175,swallowed,27,3175,0.07410183134604713
3176,resurrection,27,3176,0.0741251705055262
3177,betrayed,27,3177,0.07414850966500526
3178,private,27,3178,0.07417184882448434
3179,punishment,27,3179,0.0741951879839634
3180,arrived,27,3180,0.07421852714344247
3181,"shame,",27,3181,0.07424186630292154
3182,supplication,27,3182,0.07426520546240062
3183,devil,27,3183,0.07428854462187968
3184,elegance,27,3184,0.07431188378135875
3185,profane,27,3185,0.07433522294083783
3186,violent,27,3186,0.0743585621003169
3187,Caleb,27,3187,0.07438190125979596
3188,chuse,27,3188,0.07440524041927503
3189,grown,27,3189,0.07442857957875411
3190,parties,27,3190,0.07445191873823317
3191,"fast,",27,3191,0.07447525789771224
3192,"me,""",27,3192,0.07449859705719131
3193,not?,27,3193,0.07452193621667039
3194,dislike,27,3194,0.07454527537614945
3195,"lion,",27,3195,0.07456861453562852
3196,mistress,27,3196,0.0745919536951076
3197,bars,27,3197,0.07461529285458667
3198,"these,",27,3198,0.07463863201406573
3199,comforted,27,3199,0.0746619711735448
3200,woe,27,3200,0.07468531033302388
3201,consent,27,3201,0.07470864949250294
3202,ride,27,3202,0.07473198865198201
3203,"asses,",27,3203,0.07475532781146109
3204,standeth,27,3204,0.07477866697094016
3205,soul:,27,3205,0.07480200613041922
3206,matters,27,3206,0.07482534528989829
3207,pit,27,3207,0.07484868444937737
3208,shittim,27,3208,0.07487202360885643
3209,fifteen,27,3209,0.0748953627683355
3210,Mine,27,3210,0.07491870192781458
3211,"hundred,",27,3211,0.07494204108729365
3212,"number,",27,3212,0.07496538024677271
3213,prey,27,3213,0.07498871940625178
3214,girls,27,3214,0.07501205856573086
3215,gate.,27,3215,0.07503539772520992
3216,Weston.,27,3216,0.07505873688468899
3217,neighbour's,27,3217,0.07508207604416807
3218,"seen,",27,3218,0.07510541520364714
3219,spared,27,3219,0.0751287543631262
3220,"Samuel,",27,3220,0.07515209352260527
3221,lords,27,3221,0.07517543268208435
3222,Benaiah,27,3222,0.07519877184156341
3223,night;,27,3223,0.07522211100104248
3224,evil:,27,3224,0.07524545016052155
3225,fellow,27,3225,0.07526878932000063
3226,bearing,27,3226,0.07529212847947969
3227,nothing;,27,3227,0.07531546763895876
3228,"""To",27,3228,0.07533880679843784
3229,"taken,",27,3229,0.0753621459579169
3230,reading,27,3230,0.07538548511739597
3231,child.,27,3231,0.07540882427687504
3232,matter.,27,3232,0.07543216343635412
3233,"perish,",27,3233,0.07545550259583318
3234,unable,27,3234,0.07547884175531225
3235,true.,27,3235,0.07550218091479133
3236,Sodom,27,3236,0.0755255200742704
3237,evident,27,3237,0.07554885923374946
3238,Philistines.,27,3238,0.07557219839322853
3239,"affliction,",27,3239,0.0755955375527076
3240,trodden,27,3240,0.07561887671218667
3241,watched,27,3241,0.07564221587166574
3242,fame,27,3242,0.07566555503114482
3243,beg,27,3243,0.07568889419062388
3244,"smile,",27,3244,0.07571223335010295
3245,uttermost,27,3245,0.07573557250958202
3246,subject.,27,3246,0.0757589116690611
3247,"trumpet,",27,3247,0.07578225082854016
3248,enough.,27,3248,0.07580558998801923
3249,period,27,3249,0.0758289291474983
3250,"wrong,",27,3250,0.07585226830697737
3251,"witness,",27,3251,0.07587560746645644
3252,direct,27,3252,0.0758989466259355
3253,bowels,27,3253,0.07592228578541459
3254,clothes,27,3254,0.07594562494489365
3255,slight,27,3255,0.07596896410437272
3256,intimate,27,3256,0.07599230326385178
3257,THAT,27,3257,0.07601564242333086
3258,venture,27,3258,0.07603898158280993
3259,"wind,",27,3259,0.076062320742289
3260,Almighty,26,3260,0.07326767249799888
3261,flame,26,3261,0.07329014724416391
3262,depend,26,3262,0.07331262199032894
3263,helped,26,3263,0.07333509673649398
3264,Gideon,26,3264,0.073357571482659
3265,Elinor.,26,3265,0.07338004622882403
3266,virgin,26,3266,0.07340252097498906
3267,members,26,3267,0.0734249957211541
3268,uncle,26,3268,0.07344747046731913
3269,fathers;,26,3269,0.07346994521348416
3270,revealed,26,3270,0.07349241995964918
3271,conscious,26,3271,0.07351489470581421
3272,drawing,26,3272,0.07353736945197925
3273,Book,26,3273,0.07355984419814428
3274,"months,",26,3274,0.0735823189443093
3275,Isabella,26,3275,0.07360479369047433
3276,falling,26,3276,0.07362726843663937
3277,"Hezekiah,",26,3277,0.0736497431828044
3278,Elton.,26,3278,0.07367221792896943
3279,"tents,",26,3279,0.07369469267513445
3280,"hills,",26,3280,0.0737171674212995
3281,hands;,26,3281,0.07373964216746452
3282,season,26,3282,0.07376211691362955
3283,old.,26,3283,0.07378459165979458
3284,also:,26,3284,0.07380706640595962
3285,covereth,26,3285,0.07382954115212464
3286,unfortunate,26,3286,0.07385201589828967
3287,sum,26,3287,0.0738744906444547
3288,indifference,26,3288,0.07389696539061973
3289,long.,26,3289,0.07391944013678477
3290,stir,26,3290,0.0739419148829498
3291,convince,26,3291,0.07396438962911482
3292,hurry,26,3292,0.07398686437527985
3293,"manners,",26,3293,0.07400933912144489
3294,"vineyard,",26,3294,0.07403181386760992
3295,flesh:,26,3295,0.07405428861377494
3296,music,26,3296,0.07407676335993997
3297,fourteenth,26,3297,0.07409923810610501
3298,whereon,26,3298,0.07412171285227004
3299,"yesterday,",26,3299,0.07414418759843507
3300,men's,26,3300,0.07416666234460009
3301,"grace,",26,3301,0.07418913709076512
3302,Great,26,3302,0.07421161183693016
3303,bid,26,3303,0.07423408658309519
3304,net,26,3304,0.07425656132926022
3305,offend,26,3305,0.07427903607542524
3306,David:,26,3306,0.07430151082159028
3307,"little,",26,3307,0.07432398556775531
3308,Taylor,26,3308,0.07434646031392034
3309,words:,26,3309,0.07436893506008536
3310,"south,",26,3310,0.0743914098062504
3311,done?,26,3311,0.07441388455241543
3312,servant.,26,3312,0.07443635929858046
3313,Samaria.,26,3313,0.07445883404474549
3314,will.,26,3314,0.07448130879091053
3315,working,26,3315,0.07450378353707555
3316,stop,26,3316,0.07452625828324058
3317,evidently,26,3317,0.07454873302940561
3318,severe,26,3318,0.07457120777557064
3319,mischief,26,3319,0.07459368252173568
3320,firstfruits,26,3320,0.0746161572679007
3321,so;,26,3321,0.07463863201406573
3322,anointing,26,3322,0.07466110676023076
3323,tempt,26,3323,0.0746835815063958
3324,grief,26,3324,0.07470605625256083
3325,"speaking,",26,3325,0.07472853099872585
3326,"generations,",26,3326,0.07475100574489088
3327,"Chaldeans,",26,3327,0.07477348049105592
3328,son's,26,3328,0.07479595523722095
3329,keeping,26,3329,0.07481842998338598
3330,acknowledged,26,3330,0.074840904729551
3331,sow,26,3331,0.07486337947571604
3332,belly,26,3332,0.07488585422188107
3333,eighteen,26,3333,0.0749083289680461
3334,reckoned,26,3334,0.07493080371421112
3335,heap,26,3335,0.07495327846037615
3336,memorial,26,3336,0.07497575320654119
3337,leisure,26,3337,0.07499822795270622
3338,act,26,3338,0.07502070269887125
3339,do:,26,3339,0.07504317744503627
3340,friendly,26,3340,0.07506565219120132
3341,"Yes,",26,3341,0.07508812693736634
3342,makest,26,3342,0.07511060168353137
3343,sojourn,26,3343,0.0751330764296964
3344,prudent,26,3344,0.07515555117586144
3345,Herod,26,3345,0.07517802592202646
3346,"comfort,",26,3346,0.07520050066819149
3347,"Walter,",26,3347,0.07522297541435652
3348,it!,26,3348,0.07524545016052155
3349,Isaiah,26,3349,0.07526792490668659
3350,"slain,",26,3350,0.07529039965285161
3351,windows,26,3351,0.07531287439901664
3352,lives,26,3352,0.07533534914518167
3353,arrows,26,3353,0.07535782389134671
3354,hateth,26,3354,0.07538029863751174
3355,favourable,26,3355,0.07540277338367676
3356,carrying,26,3356,0.07542524812984179
3357,Noah,26,3357,0.07544772287600683
3358,setting,26,3358,0.07547019762217186
3359,whithersoever,26,3359,0.07549267236833689
3360,"opened,",26,3360,0.07551514711450191
3361,joy.,26,3361,0.07553762186066695
3362,fourteen,26,3362,0.07556009660683198
3363,compliment,26,3363,0.07558257135299701
3364,companions,26,3364,0.07560504609916203
3365,"images,",26,3365,0.07562752084532706
3366,Wentworth's,26,3366,0.0756499955914921
3367,girdle,26,3367,0.07567247033765713
3368,praises,26,3368,0.07569494508382216
3369,Balak,26,3369,0.07571741982998718
3370,birds,26,3370,0.07573989457615223
3371,"hair,",26,3371,0.07576236932231725
3372,faith.,26,3372,0.07578484406848228
3373,sinners,26,3373,0.0758073188146473
3374,that.,26,3374,0.07582979356081235
3375,water;,26,3375,0.07585226830697737
3376,porch,26,3376,0.0758747430531424
3377,claim,26,3377,0.07589721779930743
3378,"point,",26,3378,0.07591969254547246
3379,fruitful,25,3379,0.07302131470349758
3380,indifferent,25,3380,0.07304292503634859
3381,night:,25,3381,0.07306453536919957
3382,Lyme,25,3382,0.07308614570205056
3383,"account,",25,3383,0.07310775603490155
3384,"foot,",25,3384,0.07312936636775254
3385,happen,25,3385,0.07315097670060354
3386,sea:,25,3386,0.07317258703345453
3387,vineyard,25,3387,0.07319419736630552
3388,Judas,25,3388,0.0732158076991565
3389,vow,25,3389,0.07323741803200749
3390,cruel,25,3390,0.07325902836485848
3391,personal,25,3391,0.07328063869770948
3392,"thoughts,",25,3392,0.07330224903056047
3393,hot,25,3393,0.07332385936341146
3394,"circumstances,",25,3394,0.07334546969626245
3395,exercise,25,3395,0.07336708002911344
3396,window,25,3396,0.07338869036196444
3397,building,25,3397,0.07341030069481543
3398,glorify,25,3398,0.07343191102766641
3399,tabernacle.,25,3399,0.0734535213605174
3400,quit,25,3400,0.07347513169336839
3401,"flocks,",25,3401,0.07349674202621939
3402,again:,25,3402,0.07351835235907038
3403,dance,25,3403,0.07353996269192137
3404,"trouble,",25,3404,0.07356157302477236
3405,youngest,25,3405,0.07358318335762334
3406,seemeth,25,3406,0.07360479369047433
3407,"soon,",25,3407,0.07362640402332533
3408,dancing,25,3408,0.07364801435617632
3409,dearest,25,3409,0.07366962468902731
3410,"week,",25,3410,0.0736912350218783
3411,twice,25,3411,0.07371284535472929
3412,odd,25,3412,0.07373445568758029
3413,affectionate,25,3413,0.07375606602043128
3414,day?,25,3414,0.07377767635328226
3415,affected,25,3415,0.07379928668613325
3416,workers,25,3416,0.07382089701898424
3417,Campbell,25,3417,0.07384250735183523
3418,comest,25,3418,0.07386411768468623
3419,door.,25,3419,0.07388572801753722
3420,public,25,3420,0.07390733835038821
3421,history,25,3421,0.0739289486832392
3422,winter,25,3422,0.07395055901609018
3423,"moreover,",25,3423,0.07397216934894119
3424,commanded.,25,3424,0.07399377968179217
3425,rebuked,25,3425,0.07401539001464316
3426,Hath,25,3426,0.07403700034749415
3427,sepulchre,25,3427,0.07405861068034514
3428,"have,",25,3428,0.07408022101319614
3429,breakfast,25,3429,0.07410183134604713
3430,suit,25,3430,0.07412344167889812
3431,ideas,25,3431,0.0741450520117491
3432,recollect,25,3432,0.07416666234460009
3433,"bow,",25,3433,0.07418827267745108
3434,waters.,25,3434,0.07420988301030208
3435,credit,25,3435,0.07423149334315307
3436,vexed,25,3436,0.07425310367600406
3437,darkness.,25,3437,0.07427471400885505
3438,asking,25,3438,0.07429632434170604
3439,Look,25,3439,0.07431793467455704
3440,moment.,25,3440,0.07433954500740803
3441,sons.,25,3441,0.07436115534025901
3442,nakedness,25,3442,0.07438276567311
3443,"""Upon",25,3443,0.07440437600596099
3444,ye?,25,3444,0.07442598633881198
3445,about:,25,3445,0.07444759667166298
3446,Lebanon,25,3446,0.07446920700451397
3447,right.,25,3447,0.07449081733736496
3448,"heads,",25,3448,0.07451242767021594
3449,"wait,",25,3449,0.07453403800306693
3450,"doubt,",25,3450,0.07455564833591793
3451,count,25,3451,0.07457725866876892
3452,"sabbath,",25,3452,0.07459886900161991
3453,trumpet,25,3453,0.0746204793344709
3454,drove,25,3454,0.07464208966732189
3455,seeking,25,3455,0.07466370000017289
3456,dress,25,3456,0.07468531033302388
3457,abominable,25,3457,0.07470692066587487
3458,great.,25,3458,0.07472853099872585
3459,"Hear,",25,3459,0.07475014133157684
3460,contrary,25,3460,0.07477175166442783
3461,sprinkled,25,3461,0.07479336199727883
3462,peculiar,25,3462,0.07481497233012982
3463,"Verily,",25,3463,0.07483658266298081
3464,sheep.,25,3464,0.0748581929958318
3465,eyes:,25,3465,0.07487980332868278
3466,"Lebanon,",25,3466,0.07490141366153379
3467,wisdom.,25,3467,0.07492302399438477
3468,"ship,",25,3468,0.07494463432723576
3469,gold:,25,3469,0.07496624466008675
3470,infinitely,25,3470,0.07498785499293774
3471,single,25,3471,0.07500946532578874
3472,husband.,25,3472,0.07503107565863973
3473,engage,25,3473,0.07505268599149072
3474,king;,25,3474,0.0750742963243417
3475,possibility,25,3475,0.0750959066571927
3476,particulars,25,3476,0.07511751699004368
3477,tolerable,25,3477,0.07513912732289468
3478,"forward,",25,3478,0.07516073765574567
3479,findeth,25,3479,0.07518234798859666
3480,same.,25,3480,0.07520395832144765
3481,"testimony,",25,3481,0.07522556865429864
3482,delay,25,3482,0.07524717898714964
3483,bodies,25,3483,0.07526878932000063
3484,"army,",25,3484,0.07529039965285161
3485,"enemy,",25,3485,0.0753120099857026
3486,Hearken,25,3486,0.07533362031855359
3487,Lucy's,25,3487,0.07535523065140458
3488,royal,25,3488,0.07537684098425558
3489,grateful,25,3489,0.07539845131710657
3490,indeed!,25,3490,0.07542006164995756
3491,"counsel,",25,3491,0.07544167198280854
3492,"above,",25,3492,0.07546328231565953
3493,"wickedness,",25,3493,0.07548489264851053
3494,tribute,25,3494,0.07550650298136152
3495,seest,24,3495,0.07250698878164401
3496,paths,24,3496,0.07252773470118096
3497,"Wherefore,",24,3497,0.0725484806207179
3498,"Dan,",24,3498,0.07256922654025487
3499,quickly,24,3499,0.07258997245979182
3500,"Barton,",24,3500,0.07261071837932877
3501,"speech,",24,3501,0.07263146429886572
3502,iniquity;,24,3502,0.07265221021840267
3503,"same,",24,3503,0.07267295613793961
3504,"society,",24,3504,0.07269370205747656
3505,issue,24,3505,0.07271444797701353
3506,"grave,",24,3506,0.07273519389655048
3507,corrupt,24,3507,0.07275593981608743
3508,Out,24,3508,0.07277668573562437
3509,Sing,24,3509,0.07279743165516132
3510,afford,24,3510,0.07281817757469827
3511,teeth,24,3511,0.07283892349423522
3512,eat:,24,3512,0.07285966941377219
3513,bottom,24,3513,0.07288041533330913
3514,"riches,",24,3514,0.07290116125284608
3515,"firstborn,",24,3515,0.07292190717238303
3516,branch,24,3516,0.07294265309191998
3517,mistaken,24,3517,0.07296339901145693
3518,impatient,24,3518,0.07298414493099388
3519,daughter.,24,3519,0.07300489085053084
3520,Emma;,24,3520,0.07302563677006779
3521,Donwell,24,3521,0.07304638268960474
3522,"ago,",24,3522,0.07306712860914169
3523,"early,",24,3523,0.07308787452867864
3524,uncircumcised,24,3524,0.07310862044821559
3525,field:,24,3525,0.07312936636775254
3526,unhappy,24,3526,0.07315011228728949
3527,"possession,",24,3527,0.07317085820682645
3528,closed,24,3528,0.0731916041263634
3529,out;,24,3529,0.07321235004590035
3530,"scribe,",24,3530,0.0732330959654373
3531,"already,",24,3531,0.07325384188497425
3532,hurried,24,3532,0.0732745878045112
3533,separation,24,3533,0.07329533372404815
3534,mourn,24,3534,0.07331607964358511
3535,"Ferrars,",24,3535,0.07333682556312206
3536,behaved,24,3536,0.073357571482659
3537,vail,24,3537,0.07337831740219596
3538,both.,24,3538,0.0733990633217329
3539,shook,24,3539,0.07341980924126985
3540,"However,",24,3540,0.0734405551608068
3541,"""Your",24,3541,0.07346130108034377
3542,"tongue,",24,3542,0.07348204699988072
3543,stirred,24,3543,0.07350279291941766
3544,nevertheless,24,3544,0.07352353883895461
3545,worst,24,3545,0.07354428475849156
3546,conceived,24,3546,0.07356503067802851
3547,"health,",24,3547,0.07358577659756546
3548,"young,",24,3548,0.07360652251710242
3549,cousins,24,3549,0.07362726843663937
3550,picture,24,3550,0.07364801435617632
3551,Lot,24,3551,0.07366876027571327
3552,mutual,24,3552,0.07368950619525022
3553,black,24,3553,0.07371025211478717
3554,lament,24,3554,0.07373099803432412
3555,praised,24,3555,0.07375174395386107
3556,"Spirit,",24,3556,0.07377248987339803
3557,head;,24,3557,0.07379323579293498
3558,"where,",24,3558,0.07381398171247193
3559,covenant.,24,3559,0.07383472763200888
3560,outward,24,3560,0.07385547355154583
3561,all:,24,3561,0.07387621947108278
3562,"wit,",24,3562,0.07389696539061973
3563,"we,",24,3563,0.07391771131015669
3564,Could,24,3564,0.07393845722969364
3565,joyful,24,3565,0.07395920314923059
3566,Having,24,3566,0.07397994906876754
3567,guess,24,3567,0.07400069498830449
3568,"passed,",24,3568,0.07402144090784143
3569,rendered,24,3569,0.07404218682737838
3570,"whole,",24,3570,0.07406293274691535
3571,"you?""",24,3571,0.0740836786664523
3572,forsook,24,3572,0.07410442458598925
3573,rooms,24,3573,0.0741251705055262
3574,loose,24,3574,0.07414591642506314
3575,prophets.,24,3575,0.07416666234460009
3576,Canaanites,24,3576,0.07418740826413704
3577,pounds,24,3577,0.074208154183674
3578,voice;,24,3578,0.07422890010321095
3579,stayed,24,3579,0.0742496460227479
3580,Samson,24,3580,0.07427039194228485
3581,lower,24,3581,0.0742911378618218
3582,offence,24,3582,0.07431188378135875
3583,opening,24,3583,0.0743326297008957
3584,ships,24,3584,0.07435337562043266
3585,imagined,24,3585,0.07437412153996961
3586,this;,24,3586,0.07439486745950656
3587,grant,24,3587,0.07441561337904351
3588,many.,24,3588,0.07443635929858046
3589,be?,24,3589,0.07445710521811741
3590,assurance,24,3590,0.07447785113765436
3591,Chapter,24,3591,0.07449859705719131
3592,discovered,24,3592,0.07451934297672827
3593,secure,24,3593,0.07454008889626522
3594,raiment,24,3594,0.07456083481580217
3595,fearful,24,3595,0.07458158073533912
3596,interested,24,3596,0.07460232665487607
3597,"lamb,",24,3597,0.07462307257441302
3598,naked,24,3598,0.07464381849394996
3599,hastily,24,3599,0.07466456441348693
3600,"cottage,",24,3600,0.07468531033302388
3601,know;,24,3601,0.07470605625256083
3602,opinions,24,3602,0.07472680217209778
3603,salt,24,3603,0.07474754809163472
3604,"known,",24,3604,0.07476829401117167
3605,Likewise,24,3605,0.07478903993070862
3606,twelve:,24,3606,0.07480978585024559
3607,ninety,24,3607,0.07483053176978254
3608,Elliot.,24,3608,0.07485127768931948
3609,admitted,24,3609,0.07487202360885643
3610,Ahaziah,24,3610,0.07489276952839338
3611,material,24,3611,0.07491351544793033
3612,consideration,24,3612,0.07493426136746728
3613,submit,24,3613,0.07495500728700424
3614,"Pharisees,",24,3614,0.07497575320654119
3615,"attention,",24,3615,0.07499649912607814
3616,shine,24,3616,0.07501724504561509
3617,field;,24,3617,0.07503799096515204
3618,for.,24,3618,0.07505873688468899
3619,preaching,24,3619,0.07507948280422594
3620,basket,24,3620,0.0751002287237629
3621,"delight,",24,3621,0.07512097464329985
3622,fulness,24,3622,0.0751417205628368
3623,exalt,24,3623,0.07516246648237375
3624,thorns,24,3624,0.0751832124019107
3625,master's,24,3625,0.07520395832144765
3626,support,24,3626,0.0752247042409846
3627,drunk,24,3627,0.07524545016052155
3628,"matter,",23,3628,0.07213010457672274
3629,doctrine,23,3629,0.07214998608294565
3630,offerings.,23,3630,0.07216986758916856
3631,side;,23,3631,0.07218974909539147
3632,slow,23,3632,0.07220963060161438
3633,supply,23,3633,0.07222951210783729
3634,I.,23,3634,0.0722493936140602
3635,gracious,23,3635,0.07226927512028311
3636,"""So",23,3636,0.07228915662650602
3637,saved.,23,3637,0.07230903813272893
3638,Father.,23,3638,0.07232891963895184
3639,unless,23,3639,0.07234880114517477
3640,Send,23,3640,0.07236868265139768
3641,willingly,23,3641,0.07238856415762059
3642,ordinance,23,3642,0.0724084456638435
3643,double,23,3643,0.0724283271700664
3644,go;,23,3644,0.07244820867628932
3645,heard.,23,3645,0.07246809018251223
3646,Gedaliah,23,3646,0.07248797168873514
3647,guide,23,3647,0.07250785319495805
3648,"Louisa,",23,3648,0.07252773470118096
3649,woman's,23,3649,0.07254761620740387
3650,elder,23,3650,0.07256749771362679
3651,admired,23,3651,0.0725873792198497
3652,mouth:,23,3652,0.07260726072607261
3653,brass.,23,3653,0.07262714223229552
3654,glory:,23,3654,0.07264702373851843
3655,instrument,23,3655,0.07266690524474134
3656,wroth,23,3656,0.07268678675096425
3657,justify,23,3657,0.07270666825718716
3658,"business,",23,3658,0.07272654976341007
3659,domestic,23,3659,0.07274643126963298
3660,side:,23,3660,0.0727663127758559
3661,believe.,23,3661,0.07278619428207882
3662,persecute,23,3662,0.07280607578830173
3663,palace,23,3663,0.07282595729452464
3664,"fatherless,",23,3664,0.07284583880074755
3665,belonged,23,3665,0.07286572030697046
3666,Uriah,23,3666,0.07288560181319337
3667,busy,23,3667,0.07290548331941628
3668,lies,23,3668,0.07292536482563919
3669,children:,23,3669,0.0729452463318621
3670,unwilling,23,3670,0.07296512783808501
3671,flow,23,3671,0.07298500934430792
3672,kindly,23,3672,0.07300489085053084
3673,arms,23,3673,0.07302477235675375
3674,timber,23,3674,0.07304465386297666
3675,flood,23,3675,0.07306453536919957
3676,Those,23,3676,0.07308441687542248
3677,"church,",23,3677,0.0731042983816454
3678,"even,",23,3678,0.0731241798878683
3679,Jesse,23,3679,0.07314406139409121
3680,"judge,",23,3680,0.07316394290031412
3681,"small,",23,3681,0.07318382440653703
3682,swallow,23,3682,0.07320370591275994
3683,betray,23,3683,0.07322358741898287
3684,recompense,23,3684,0.07324346892520578
3685,earth?,23,3685,0.07326335043142869
3686,alone;,23,3686,0.0732832319376516
3687,communication,23,3687,0.07330311344387451
